<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ING,D,19941114,000000,8.6104,8.6104,8.6104,8.6104,158075,0
ING,D,19941115,000000,8.4559,8.4559,8.4559,8.4559,437782,0
ING,D,19941116,000000,7.9178,7.9178,7.9178,7.9178,268631,0
ING,D,19941117,000000,8.6869,8.6869,8.6869,8.6869,279054,0
ING,D,19941118,000000,8.84,8.84,8.84,8.84,263727,0
ING,D,19941121,000000,8.0719,8.0719,8.0719,8.0719,161516,0
ING,D,19941122,000000,8.6104,8.6104,8.6104,8.6104,262705,0
ING,D,19941123,000000,8.6104,8.6104,8.6104,8.6104,133270,0
ING,D,19941124,000000,9.225,9.225,9.225,9.225,295158,0
ING,D,19941125,000000,8.84,8.84,8.84,8.84,73213,0
ING,D,19941128,000000,8.9939,8.9939,8.9939,8.9939,57224,0
