<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
STX,D,19950412,000000,15.41,15.41,15.41,15.41,119849,0
STX,D,19950413,000000,14.406,14.406,14.406,14.406,44218,0
STX,D,19950414,000000,14.608,14.608,14.608,14.608,30876,0
STX,D,19950418,000000,14.874,14.874,14.874,14.874,58621,0
STX,D,19950419,000000,16.081,16.081,16.081,16.081,280951,0
STX,D,19950420,000000,17.287,17.287,17.287,17.287,277721,0
STX,D,19950421,000000,16.484,16.484,16.484,16.484,75500,0
STX,D,19950424,000000,18.091,18.091,18.091,18.091,179093,0
STX,D,19950425,000000,18.091,18.091,18.091,18.091,175776,0
STX,D,19950426,000000,16.819,16.819,16.819,16.819,104797,0
STX,D,19950427,000000,17.086,17.086,17.086,17.086,116410,0
STX,D,19950428,000000,16.952,16.952,16.952,16.952,113319,0
STX,D,19950504,000000,16.952,16.952,16.952,16.952,65597,0
STX,D,19950505,000000,16.684,16.684,16.684,16.684,80645,0
STX,D,19950509,000000,16.684,16.684,16.684,16.684,61974,0
STX,D,19950510,000000,17.354,17.354,17.354,17.354,92282,0
STX,D,19950511,000000,18.225,18.225,18.225,18.225,119012,0
STX,D,19950512,000000,19.767,19.767,19.767,19.767,228899,0
STX,D,19950515,000000,20.034,20.034,20.034,20.034,145973,0
STX,D,19950516,000000,19.364,19.364,19.364,19.364,93989,0
